date,zone,vehicle,timing,availability
2020-06-03,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-03,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-03,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-03,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-03,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-03,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-03,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-03,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-04,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-04,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-04,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-04,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-04,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-04,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-04,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-04,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-05,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-05,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-05,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-05,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-05,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-05,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-05,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-05,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-06,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-06,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-06,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-06,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-06,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-06,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-06,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-06,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-07,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-07,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-07,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-07,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-07,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-07,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-07,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-07,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-08,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-08,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-08,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-08,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-08,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-08,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-08,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-08,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-09,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-09,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-09,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-09,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-09,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-09,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-09,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-09,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-10,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-10,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-10,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-10,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-10,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-10,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-10,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-10,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-11,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-11,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-11,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-11,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-11,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-11,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-11,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-11,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-12,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-12,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-12,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-12,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-12,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-12,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-12,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-12,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-13,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-13,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-13,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-13,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-13,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-13,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-13,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-13,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-14,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-14,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-14,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-14,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-14,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-14,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-14,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-14,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-15,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-15,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-15,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-15,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-15,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-15,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-15,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-15,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-16,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-16,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-16,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-16,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-16,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-16,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-16,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-16,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-17,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-17,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-17,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-17,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-17,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-17,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-17,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-17,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-18,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-18,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-18,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-18,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-18,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-18,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-18,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-18,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-19,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-19,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-19,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-19,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-19,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-19,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-19,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-19,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-20,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-20,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-20,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-20,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-20,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-20,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-20,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-20,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-21,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-21,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-21,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-21,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-21,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-21,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-21,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-21,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-22,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-22,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-22,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-22,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-22,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-22,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-22,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-22,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-23,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-23,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-23,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-23,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-23,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-23,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-23,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-23,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-24,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-24,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-24,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-24,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-24,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-24,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-24,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-24,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-25,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-25,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-25,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-25,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-25,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-25,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-25,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-25,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-26,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-26,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-26,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-26,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-26,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-26,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-26,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-26,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-27,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-27,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-27,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-27,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-27,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-27,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-27,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-27,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-28,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-28,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-28,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-28,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-28,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-28,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-28,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-28,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-29,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-29,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-29,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-29,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-29,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-29,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-29,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-29,Zone 6/7/8/9/10,Canter,Evening,20
2020-06-30,Zone 1/2/3/4/5,Gypsy,Morning,20
2020-06-30,Zone 1/2/3/4/5,Gypsy,Evening,20
2020-06-30,Zone 1/2/3/4/5,Canter,Morning,20
2020-06-30,Zone 1/2/3/4/5,Canter,Evening,20
2020-06-30,Zone 6/7/8/9/10,Gypsy,Morning,20
2020-06-30,Zone 6/7/8/9/10,Gypsy,Evening,20
2020-06-30,Zone 6/7/8/9/10,Canter,Morning,20
2020-06-30,Zone 6/7/8/9/10,Canter,Evening,20
